page_index,mode,predicted_label,predicted_label_image,predicted_label_fused,predicted_label_text,predicted_label_base,text_source,query_text_kind,text_chars,text_empty,vlm_keywords_snippet,top1_score,top1_label_by_score,top2_score,margin_top1_top2,margin_norm,z_gap_top1_top2,other_triggered,other_triggered_top1,other_triggered_margin_norm,other_min_margin_norm,other_threshold,label_score_agg,label_score_topk,score_style,fused_giay_gui_tien_tiet_kiem,fused_the_tiet_kiem_ban_sao,fused_to_trinh_uu_dai_lai_suat,fused_giay_to_chung_minh_cu_tru,fused_so_quy,fused_liet_ke_giao_dich,fused_giay_de_nghi_tiep_quy,fused_giay_rut_tien,fused_giay_nop_chuyen_tien,fused_giay_de_nghi_hoan_quy,img_giay_gui_tien_tiet_kiem,img_the_tiet_kiem_ban_sao,img_to_trinh_uu_dai_lai_suat,img_giay_to_chung_minh_cu_tru,img_so_quy,img_liet_ke_giao_dich,img_giay_de_nghi_tiep_quy,img_giay_rut_tien,img_giay_nop_chuyen_tien,img_giay_de_nghi_hoan_quy,txt_giay_gui_tien_tiet_kiem,txt_the_tiet_kiem_ban_sao,txt_to_trinh_uu_dai_lai_suat,txt_giay_to_chung_minh_cu_tru,txt_so_quy,txt_liet_ke_giao_dich,txt_giay_de_nghi_tiep_quy,txt_giay_rut_tien,txt_giay_nop_chuyen_tien,txt_giay_de_nghi_hoan_quy,prob_giay_gui_tien_tiet_kiem,prob_the_tiet_kiem_ban_sao,prob_to_trinh_uu_dai_lai_suat,prob_giay_to_chung_minh_cu_tru,prob_so_quy,prob_liet_ke_giao_dich,prob_giay_de_nghi_tiep_quy,prob_giay_rut_tien,prob_giay_nop_chuyen_tien,prob_giay_de_nghi_hoan_quy
24,fused,other,giay_de_nghi_hoan_quy,giay_de_nghi_hoan_quy,giay_de_nghi_hoan_quy,giay_de_nghi_hoan_quy,empty,vlm_keywords,0,True,"Giấy đề nghị hoàn quỹ, ngân hàng, giao dịch, GDV, tiền mặt",0.916142,giay_de_nghi_hoan_quy,0.892424,0.023718,0.065324,0.240729,True,False,True,0.08,0.8,topk_mean,3,intrinsic,0.72819,0.721253,0.719831,0.553056,0.69506,0.669248,0.892424,0.736567,0.741669,0.916142,0.6549,0.6547,0.6362,0.4605,0.6208,0.5852,0.8738,0.6747,0.6753,0.8948,0.8992,0.8766,0.9151,0.769,0.8682,0.8654,0.9358,0.8809,0.8964,0.9659,0.098604,0.097923,0.097784,0.082763,0.095391,0.092961,0.116204,0.099434,0.099943,0.118993
25,fused,other,giay_de_nghi_hoan_quy,giay_de_nghi_hoan_quy,the_tiet_kiem_ban_sao,giay_de_nghi_hoan_quy,empty,vlm_keywords,0,True,"Bên giao, bên nhận, ký tên, chữ ký, tổng cộng",0.867414,giay_de_nghi_hoan_quy,0.86306,0.004353,0.015887,0.057573,True,False,True,0.08,0.8,topk_mean,3,intrinsic,0.751782,0.752539,0.701895,0.593403,0.711091,0.698947,0.86306,0.751954,0.745626,0.867414,0.7104,0.7074,0.6477,0.5045,0.6606,0.6538,0.8858,0.7118,0.7083,0.8862,0.8484,0.858,0.8283,0.8007,0.8288,0.8044,0.81,0.8458,0.8326,0.8236,0.100517,0.100593,0.095625,0.085794,0.096509,0.095344,0.112348,0.100534,0.0999,0.112838
26,fused,other,giay_de_nghi_hoan_quy,giay_de_nghi_hoan_quy,giay_de_nghi_hoan_quy,giay_de_nghi_hoan_quy,empty,vlm_keywords,0,True,"Giấy đề nghị hoàn quỹ, ngân hàng, giao dịch, ký duyệt, chi tiết tiền",0.917433,giay_de_nghi_hoan_quy,0.891343,0.02609,0.072667,0.268339,True,False,True,0.08,0.8,topk_mean,3,intrinsic,0.730833,0.721483,0.722361,0.558403,0.695727,0.67358,0.891343,0.745871,0.744582,0.917433,0.6536,0.6492,0.6393,0.4593,0.6155,0.5884,0.8753,0.6767,0.6738,0.8975,0.9109,0.8901,0.9161,0.7896,0.8829,0.8724,0.9289,0.9073,0.9097,0.964,0.0986,0.097682,0.097768,0.082984,0.095199,0.093113,0.115767,0.100094,0.099965,0.118827
27,fused,giay_de_nghi_hoan_quy,giay_de_nghi_hoan_quy,giay_de_nghi_hoan_quy,giay_nop_chuyen_tien,giay_de_nghi_hoan_quy,empty,vlm_keywords,0,True,"Bảng ký nhận, giao dịch tài chính",0.870498,giay_de_nghi_hoan_quy,0.844017,0.02648,0.086098,0.33548,False,False,False,0.08,0.8,topk_mean,3,intrinsic,0.738522,0.732772,0.68778,0.56294,0.735817,0.724025,0.844017,0.748517,0.736987,0.870498,0.6808,0.6736,0.6208,0.4788,0.6731,0.6619,0.8528,0.7041,0.6717,0.8657,0.8732,0.8708,0.844,0.7592,0.8822,0.8689,0.8236,0.8521,0.8892,0.8816,0.099726,0.099154,0.094792,0.083667,0.099456,0.09829,0.110821,0.100727,0.099573,0.113795
28,fused,the_tiet_kiem_ban_sao,the_tiet_kiem_ban_sao,the_tiet_kiem_ban_sao,the_tiet_kiem_ban_sao,the_tiet_kiem_ban_sao,empty,vlm_keywords,0,True,"Chứng từ ngân hàng, giao dịch, thanh toán",0.921591,the_tiet_kiem_ban_sao,0.769223,0.152368,0.425575,1.825746,False,False,False,0.08,0.8,topk_mean,3,intrinsic,0.769223,0.921591,0.723869,0.563562,0.705004,0.697464,0.703024,0.739057,0.751608,0.702497,0.7083,0.89,0.6489,0.4644,0.6212,0.6106,0.6347,0.6638,0.6746,0.6362,0.9114,0.9952,0.8988,0.7948,0.9006,0.9003,0.8624,0.9146,0.9312,0.8571,0.103873,0.120969,0.099267,0.084564,0.097412,0.09668,0.09722,0.100786,0.102059,0.097168
29,fused,the_tiet_kiem_ban_sao,the_tiet_kiem_ban_sao,the_tiet_kiem_ban_sao,the_tiet_kiem_ban_sao,the_tiet_kiem_ban_sao,empty,vlm_keywords,0,True,"Thẻ tiết kiệm, có kỳ hạn, điều khoản, ngân hàng, dịch vụ tài chính",0.865517,the_tiet_kiem_ban_sao,0.712214,0.153303,0.46257,1.892106,False,False,False,0.08,0.8,topk_mean,3,intrinsic,0.701568,0.865517,0.712214,0.534101,0.631193,0.60713,0.648899,0.664726,0.659943,0.656912,0.6297,0.8333,0.6372,0.4331,0.5435,0.5093,0.5788,0.5887,0.5821,0.5869,0.8692,0.9407,0.8874,0.7697,0.8357,0.8354,0.8124,0.8422,0.8416,0.8204,0.103043,0.121401,0.104146,0.087154,0.096041,0.093757,0.097756,0.099316,0.098842,0.098543
30,fused,giay_gui_tien_tiet_kiem,giay_gui_tien_tiet_kiem,giay_gui_tien_tiet_kiem,giay_gui_tien_tiet_kiem,giay_gui_tien_tiet_kiem,empty,vlm_keywords,0,True,"GIẤY RÚT TIỀN TIẾT KIỆM, NGÂN HÀNG QUỐC DÂN",0.847524,giay_gui_tien_tiet_kiem,0.786848,0.060677,0.212064,0.83946,False,False,False,0.08,0.8,topk_mean,3,intrinsic,0.847524,0.761529,0.733384,0.5614,0.689128,0.683202,0.724081,0.786848,0.77331,0.725856,0.8266,0.7186,0.6701,0.4843,0.6233,0.6315,0.6647,0.7471,0.7412,0.6719,0.8964,0.8617,0.8811,0.7412,0.8427,0.8037,0.8627,0.8796,0.8482,0.8517,0.112337,0.10308,0.100219,0.084384,0.095881,0.095314,0.099291,0.105723,0.104302,0.099468
31,fused,other,so_quy,the_tiet_kiem_ban_sao,the_tiet_kiem_ban_sao,the_tiet_kiem_ban_sao,empty,vlm_keywords,0,True,"Tờ trình, xác nhận, giấy tờ ngân hàng",0.666129,the_tiet_kiem_ban_sao,0.663973,0.002156,0.046577,0.137091,True,True,False,0.08,0.8,topk_mean,3,intrinsic,0.63969,0.666129,0.630144,0.623948,0.663973,0.619839,0.656638,0.635815,0.627319,0.639413,0.524,0.5514,0.504,0.5466,0.5597,0.5266,0.5588,0.5231,0.5178,0.542,0.9097,0.9339,0.9245,0.8044,0.9072,0.8375,0.885,0.8989,0.8829,0.8667,0.099928,0.102605,0.098978,0.098367,0.102384,0.097963,0.101636,0.099541,0.098699,0.0999
32,fused,giay_gui_tien_tiet_kiem,giay_gui_tien_tiet_kiem,giay_gui_tien_tiet_kiem,giay_gui_tien_tiet_kiem,giay_gui_tien_tiet_kiem,empty,vlm_keywords,0,True,"Giấy gửi tiền tiết kiệm, ngân hàng, giao dịch, xác nhận, ký nhận",0.946218,giay_gui_tien_tiet_kiem,0.793245,0.152972,0.423028,1.74482,False,False,False,0.08,0.8,topk_mean,3,intrinsic,0.946218,0.781807,0.745478,0.584605,0.696396,0.696597,0.725281,0.784771,0.793245,0.725501,0.9262,0.7202,0.6709,0.4932,0.6189,0.6252,0.6555,0.7186,0.7255,0.6567,0.9929,0.9255,0.9196,0.7978,0.8771,0.8632,0.8881,0.9391,0.9513,0.886,0.121449,0.103037,0.099361,0.084596,0.094602,0.094621,0.097374,0.103343,0.104222,0.097396
33,fused,other,so_quy,so_quy,so_quy,so_quy,empty,vlm_keywords,0,True,"Tờ trình, chứng minh cư trú",0.656746,so_quy,0.616731,0.040015,0.522035,1.909812,True,True,False,0.08,0.8,topk_mean,3,intrinsic,0.609897,0.616731,0.595114,0.609265,0.656746,0.587716,0.609092,0.585079,0.580094,0.594744,0.5096,0.5303,0.5003,0.5394,0.5478,0.5114,0.5378,0.507,0.5013,0.5257,0.8439,0.8184,0.8162,0.7724,0.9109,0.7657,0.7755,0.7674,0.7639,0.7557,0.100524,0.101214,0.099049,0.100461,0.105346,0.098319,0.100443,0.09806,0.097572,0.099012
34,fused,to_trinh_uu_dai_lai_suat,to_trinh_uu_dai_lai_suat,to_trinh_uu_dai_lai_suat,to_trinh_uu_dai_lai_suat,to_trinh_uu_dai_lai_suat,empty,vlm_keywords,0,True,"Tờ trình, lãi suất, ưu đãi, khách hàng, ngân hàng",0.962904,to_trinh_uu_dai_lai_suat,0.72666,0.236244,0.58501,2.334389,False,False,False,0.08,0.8,topk_mean,3,intrinsic,0.72666,0.719195,0.962904,0.559075,0.647915,0.630827,0.664285,0.659209,0.659608,0.66162,0.66,0.6576,0.9479,0.45,0.5552,0.5468,0.5827,0.5802,0.5848,0.5855,0.8821,0.8629,0.998,0.8135,0.8643,0.8268,0.8546,0.8436,0.8342,0.8392,0.103262,0.102494,0.130779,0.087329,0.095442,0.093825,0.097018,0.096526,0.096565,0.096759
35,fused,other,so_quy,so_quy,so_quy,so_quy,empty,vlm_keywords,0,True,"Tờ trình, xác nhận, hợp đồng",0.674143,so_quy,0.653348,0.020795,0.306273,1.122006,True,True,False,0.08,0.8,topk_mean,3,intrinsic,0.626076,0.653348,0.624178,0.62556,0.674143,0.628751,0.639256,0.61422,0.606247,0.637626,0.5297,0.5514,0.5068,0.5427,0.57,0.5282,0.5609,0.525,0.5143,0.5479,0.8509,0.8913,0.898,0.8189,0.9171,0.8635,0.822,0.8225,0.8208,0.8469,0.099299,0.102044,0.09911,0.099248,0.104188,0.099565,0.100616,0.098128,0.097349,0.100452
36,fused,the_tiet_kiem_ban_sao,the_tiet_kiem_ban_sao,the_tiet_kiem_ban_sao,the_tiet_kiem_ban_sao,the_tiet_kiem_ban_sao,empty,vlm_keywords,0,True,"Hợp đồng, giao dịch, tài chính, thanh toán, xác nhận",0.904542,the_tiet_kiem_ban_sao,0.756517,0.148026,0.470247,2.008034,False,False,False,0.08,0.8,topk_mean,3,intrinsic,0.756517,0.904542,0.709883,0.58976,0.7042,0.703058,0.689903,0.727413,0.738393,0.707745,0.7144,0.8794,0.6414,0.5,0.6277,0.6279,0.6323,0.6737,0.6797,0.6299,0.8549,0.9632,0.8696,0.7993,0.8828,0.8785,0.8242,0.8528,0.8754,0.8893,0.103107,0.119557,0.098409,0.08727,0.097851,0.09774,0.096462,0.100149,0.101255,0.098199
37,fused,other,giay_nop_chuyen_tien,giay_nop_chuyen_tien,giay_nop_chuyen_tien,giay_nop_chuyen_tien,empty,vlm_keywords,0,True,"Form, ngân hàng, giao dịch, chuyển tiền, thanh toán",0.775575,giay_nop_chuyen_tien,0.753801,0.021774,0.131093,0.482716,True,True,False,0.08,0.8,topk_mean,3,intrinsic,0.747422,0.753801,0.723959,0.609482,0.719339,0.712723,0.681373,0.753731,0.775575,0.697337,0.678,0.6848,0.6435,0.5246,0.6419,0.6191,0.6139,0.6889,0.7063,0.6198,0.9094,0.9148,0.9117,0.8076,0.9,0.9312,0.8389,0.9049,0.9372,0.8783,0.102937,0.103596,0.10055,0.089674,0.100086,0.099426,0.096358,0.103588,0.105876,0.097908
38,fused,other,giay_gui_tien_tiet_kiem,giay_gui_tien_tiet_kiem,to_trinh_uu_dai_lai_suat,giay_gui_tien_tiet_kiem,empty,vlm_keywords,0,True,"GIẤY PHONG TỎA, TẠM KHÓA TÀI KHOẢN",0.766295,giay_gui_tien_tiet_kiem,0.7334,0.032895,0.184814,0.737478,True,True,False,0.08,0.8,topk_mean,3,intrinsic,0.766295,0.733162,0.712287,0.588304,0.696418,0.693121,0.715654,0.7334,0.727907,0.716015,0.7348,0.6998,0.6566,0.5039,0.6373,0.6508,0.678,0.7114,0.704,0.6779,0.8397,0.8109,0.8422,0.7852,0.8344,0.7919,0.8036,0.7848,0.7836,0.8051,0.105873,0.102422,0.100306,0.08861,0.098727,0.098402,0.100645,0.102447,0.101886,0.100681
39,fused,other,so_quy,so_quy,so_quy,so_quy,empty,vlm_keywords,0,True,"Tờ trình, chứng minh cư trú",0.653891,so_quy,0.613243,0.040649,0.531138,1.944598,True,True,False,0.08,0.8,topk_mean,3,intrinsic,0.605543,0.613243,0.593207,0.604386,0.653891,0.584094,0.609238,0.58272,0.57736,0.59175,0.5034,0.5253,0.4976,0.5324,0.5437,0.5063,0.538,0.5036,0.4974,0.5215,0.8439,0.8184,0.8162,0.7724,0.9109,0.7657,0.7755,0.7674,0.7639,0.7557,0.100379,0.101155,0.099148,0.100263,0.105351,0.098249,0.10075,0.098114,0.097589,0.099004
40,fused,other,giay_gui_tien_tiet_kiem,giay_gui_tien_tiet_kiem,giay_de_nghi_tiep_quy,giay_gui_tien_tiet_kiem,empty,vlm_keywords,0,True,Giấy đề nghị phong tỏa tài khoản,0.690543,giay_gui_tien_tiet_kiem,0.67726,0.013282,0.091424,0.321861,True,True,False,0.08,0.8,topk_mean,3,intrinsic,0.690543,0.674549,0.671404,0.545261,0.626663,0.622625,0.673079,0.67726,0.67525,0.663745,0.6561,0.6328,0.6175,0.4668,0.5593,0.5668,0.612,0.6461,0.6411,0.6093,0.771,0.7719,0.7972,0.7283,0.7839,0.753,0.8156,0.7501,0.7549,0.7907,0.103839,0.102192,0.101871,0.089798,0.097413,0.097021,0.102041,0.102469,0.102263,0.101093
41,fused,other,giay_nop_chuyen_tien,the_tiet_kiem_ban_sao,the_tiet_kiem_ban_sao,the_tiet_kiem_ban_sao,empty,vlm_keywords,0,True,"Chứng từ, xác nhận, ngân hàng, giao dịch, kiểm soát",0.775481,the_tiet_kiem_ban_sao,0.758858,0.016623,0.086381,0.305429,True,True,False,0.08,0.8,topk_mean,3,intrinsic,0.758858,0.775481,0.718122,0.583039,0.676151,0.672835,0.715164,0.753586,0.758406,0.716855,0.7021,0.6939,0.6496,0.4826,0.5851,0.5912,0.6573,0.6926,0.7059,0.6585,0.8914,0.9658,0.8781,0.8174,0.8886,0.8632,0.8502,0.8959,0.881,0.8531,0.104556,0.106309,0.100383,0.087699,0.096257,0.095938,0.100086,0.104007,0.104509,0.100256
42,fused,other,giay_gui_tien_tiet_kiem,giay_gui_tien_tiet_kiem,so_quy,giay_gui_tien_tiet_kiem,empty,vlm_keywords,0,True,"GIẤY GIẢI TỎA, GỠ TẠM KHÓA TÀI KHOẢN",0.765805,giay_gui_tien_tiet_kiem,0.747593,0.018212,0.103992,0.392346,True,True,False,0.08,0.8,topk_mean,3,intrinsic,0.765805,0.741606,0.713824,0.590678,0.697896,0.701287,0.730698,0.747593,0.744533,0.727267,0.7385,0.7085,0.6663,0.5099,0.6387,0.6661,0.6978,0.7243,0.721,0.6972,0.8295,0.8188,0.8247,0.7791,0.8361,0.7834,0.8074,0.8019,0.7994,0.7974,0.104984,0.102474,0.099666,0.088118,0.098091,0.098425,0.101362,0.103089,0.102774,0.101015
43,fused,other,so_quy,so_quy,so_quy,so_quy,empty,vlm_keywords,0,True,"Tờ trình, chứng minh cư trú",0.662293,so_quy,0.623794,0.038499,0.496328,1.798062,True,True,False,0.08,0.8,topk_mean,3,intrinsic,0.616863,0.623794,0.597165,0.608777,0.662293,0.593272,0.618102,0.591832,0.584726,0.598416,0.5196,0.5404,0.5033,0.5387,0.5557,0.5194,0.5506,0.5166,0.5079,0.531,0.8439,0.8184,0.8162,0.7724,0.9109,0.7657,0.7755,0.7674,0.7639,0.7557,0.100713,0.101414,0.098749,0.099902,0.105394,0.098365,0.100838,0.098224,0.097528,0.098872
44,fused,other,giay_gui_tien_tiet_kiem,giay_gui_tien_tiet_kiem,giay_de_nghi_tiep_quy,giay_gui_tien_tiet_kiem,empty,vlm_keywords,0,True,Giấy đề nghị phong tỏa/chấm dứt phong tỏa tài khoản,0.688548,giay_gui_tien_tiet_kiem,0.676241,0.012307,0.086751,0.300931,True,True,False,0.08,0.8,topk_mean,3,intrinsic,0.688548,0.667718,0.672702,0.546678,0.623123,0.618941,0.672061,0.675107,0.676241,0.665732,0.6542,0.6268,0.6195,0.4692,0.5554,0.5611,0.6145,0.6446,0.6431,0.6116,0.7686,0.7633,0.7968,0.7273,0.7811,0.7539,0.8065,0.7462,0.7535,0.7921,0.103774,0.101635,0.102142,0.090048,0.097202,0.096796,0.102077,0.102388,0.102505,0.101433
45,fused,other,giay_nop_chuyen_tien,the_tiet_kiem_ban_sao,the_tiet_kiem_ban_sao,the_tiet_kiem_ban_sao,empty,vlm_keywords,0,True,"Chứng minh cư trú, xác nhận ngân hàng",0.760786,the_tiet_kiem_ban_sao,0.757648,0.003138,0.016536,0.057399,True,True,False,0.08,0.8,topk_mean,3,intrinsic,0.757648,0.760786,0.703944,0.570993,0.678985,0.654522,0.705728,0.744331,0.741797,0.704137,0.7057,0.7044,0.6561,0.4843,0.5936,0.6093,0.6646,0.7039,0.7138,0.6681,0.8789,0.8923,0.8156,0.7733,0.8782,0.76,0.8017,0.8386,0.8071,0.7882,0.105538,0.105869,0.100019,0.087568,0.097554,0.095196,0.100198,0.104141,0.103878,0.100039
46,fused,the_tiet_kiem_ban_sao,the_tiet_kiem_ban_sao,the_tiet_kiem_ban_sao,the_tiet_kiem_ban_sao,the_tiet_kiem_ban_sao,empty,vlm_keywords,0,True,"Chứng từ ngân hàng, giao dịch, thanh toán, xác nhận, tài khoản",0.883257,the_tiet_kiem_ban_sao,0.770487,0.11277,0.357854,1.522342,False,False,False,0.08,0.8,topk_mean,3,intrinsic,0.770487,0.883257,0.71951,0.568129,0.704047,0.693192,0.700609,0.739306,0.744145,0.701079,0.708,0.8374,0.6441,0.4647,0.6186,0.6059,0.6291,0.6597,0.6689,0.6323,0.9164,0.9902,0.8955,0.8095,0.9034,0.8968,0.8674,0.9251,0.9196,0.8615,0.10464,0.117131,0.099439,0.08547,0.097914,0.096857,0.097578,0.101428,0.10192,0.097624
47,fused,the_tiet_kiem_ban_sao,the_tiet_kiem_ban_sao,the_tiet_kiem_ban_sao,the_tiet_kiem_ban_sao,the_tiet_kiem_ban_sao,empty,vlm_keywords,0,True,"Thẻ tiết kiệm, có kỳ hạn, điều kiện, khoản, ngân hàng",0.843161,the_tiet_kiem_ban_sao,0.721231,0.121929,0.394416,1.60274,False,False,False,0.08,0.8,topk_mean,3,intrinsic,0.708995,0.843161,0.721231,0.534021,0.637375,0.607848,0.653625,0.667621,0.665099,0.66443,0.6415,0.8033,0.6521,0.4398,0.5555,0.5174,0.5854,0.5997,0.5962,0.5952,0.8665,0.9362,0.8824,0.7539,0.8285,0.8189,0.8128,0.826,0.826,0.8259,0.103636,0.118517,0.104912,0.087001,0.096473,0.093667,0.098054,0.099436,0.099185,0.099119
48,fused,giay_gui_tien_tiet_kiem,giay_gui_tien_tiet_kiem,giay_gui_tien_tiet_kiem,giay_gui_tien_tiet_kiem,giay_gui_tien_tiet_kiem,empty,vlm_keywords,0,True,"GIẤY RÚT TIỀN TIẾT KIỆM, NGÂN HÀNG QUỐC DÂN",0.847014,giay_gui_tien_tiet_kiem,0.790926,0.056087,0.199396,0.789541,False,False,False,0.08,0.8,topk_mean,3,intrinsic,0.847014,0.760837,0.73471,0.565729,0.695013,0.690172,0.728194,0.790926,0.778195,0.728522,0.8259,0.7176,0.672,0.4905,0.6317,0.6415,0.6705,0.7529,0.7482,0.6757,0.8964,0.8617,0.8811,0.7412,0.8427,0.8037,0.8627,0.8796,0.8482,0.8517,0.111919,0.102678,0.10003,0.084478,0.096137,0.095673,0.099381,0.105815,0.104476,0.099413
49,fused,other,so_quy,so_quy,so_quy,so_quy,empty,vlm_keywords,0,True,"Tờ trình, chứng minh cư trú",0.655726,so_quy,0.618103,0.037623,0.481633,1.732614,True,True,False,0.08,0.8,topk_mean,3,intrinsic,0.608307,0.618103,0.591316,0.602609,0.655726,0.585199,0.607556,0.582356,0.577611,0.590988,0.5074,0.5323,0.4949,0.5299,0.5464,0.5079,0.5356,0.5031,0.4978,0.5204,0.8439,0.8184,0.8162,0.7724,0.9109,0.7657,0.7755,0.7674,0.7639,0.7557,0.100611,0.101601,0.098916,0.100039,0.105497,0.098313,0.100535,0.098034,0.09757,0.098884
